temp,rain_1h,snow_1h,clouds_all,date_time,traffic_volume,hour,day_of_week,is_weekend,is_holiday,is_peak_hour,hour_sin,hour_cos,weather_main_grouped,congestion_level
273.33,0.0,0.0,90,2013-04-13 20:00:00,2881,20,Saturday,1,0,0,-0.8660254037844386,0.5000000000000001,Snow,Medium
272.86,0.0,0.0,90,2013-04-13 21:00:00,2999,21,Saturday,1,0,0,-0.7071067811865477,0.7071067811865474,Snow,Medium
272.53,0.0,0.0,90,2013-04-13 22:00:00,4816,22,Saturday,1,0,0,-0.5000000000000004,0.8660254037844384,Snow,High
272.28,0.0,0.0,90,2013-04-13 23:00:00,2254,23,Saturday,1,0,0,-0.25881904510252157,0.9659258262890681,Snow,Medium
271.91,0.0,0.0,90,2013-04-14 00:00:00,1329,0,Sunday,1,0,0,0.0,1.0,Snow,Medium
271.75,0.0,0.0,90,2013-04-14 01:00:00,860,1,Sunday,1,0,0,0.25881904510252074,0.9659258262890683,Snow,Low
271.63,0.0,0.0,90,2013-04-14 02:00:00,690,2,Sunday,1,0,0,0.49999999999999994,0.8660254037844387,Snow,Low
271.32,0.0,0.0,90,2013-04-14 03:00:00,350,3,Sunday,1,0,0,0.7071067811865476,0.7071067811865476,Snow,Low
271.21,0.0,0.0,90,2013-04-14 04:00:00,253,4,Sunday,1,0,0,0.8660254037844386,0.5000000000000001,Snow,Low
271.15,0.0,0.0,90,2013-04-14 05:00:00,459,5,Sunday,1,0,0,0.9659258262890683,0.25881904510252074,Mist,Low
271.26,0.0,0.0,90,2013-04-14 06:00:00,730,6,Sunday,1,0,0,1.0,6.123233995736766e-17,Mist,Low
271.22,0.0,0.0,90,2013-04-14 07:00:00,982,7,Sunday,1,0,0,0.9659258262890683,-0.25881904510252063,Mist,Low
271.56,0.0,0.0,90,2013-04-14 08:00:00,1569,8,Sunday,1,0,0,0.8660254037844387,-0.4999999999999998,Mist,Medium
271.94,0.0,0.0,90,2013-04-14 09:00:00,2347,9,Sunday,1,0,0,0.7071067811865476,-0.7071067811865475,Clouds,Medium
272.63,0.0,0.0,90,2013-04-14 10:00:00,2984,10,Sunday,1,0,0,0.49999999999999994,-0.8660254037844387,Clouds,Medium
273.35,0.0,0.0,90,2013-04-14 11:00:00,3303,11,Sunday,1,0,0,0.258819045102521,-0.9659258262890682,Snow,Medium
274.03,0.0,0.0,90,2013-04-14 12:00:00,3655,12,Sunday,1,0,0,1.2246467991473532e-16,-1.0,Snow,High
274.52,0.0,0.0,90,2013-04-14 13:00:00,3681,13,Sunday,1,0,0,-0.2588190451025208,-0.9659258262890683,Clouds,High
274.62,0.0,0.0,90,2013-04-14 14:00:00,3697,14,Sunday,1,0,0,-0.4999999999999997,-0.8660254037844388,Clouds,High
274.83,0.0,0.0,90,2013-04-14 15:00:00,3861,15,Sunday,1,0,0,-0.7071067811865471,-0.7071067811865479,Clouds,High
275.1,0.0,0.0,90,2013-04-14 16:00:00,3946,16,Sunday,1,0,0,-0.8660254037844385,-0.5000000000000004,Clouds,High
275.06,0.0,0.0,90,2013-04-14 17:00:00,3726,17,Sunday,1,0,0,-0.9659258262890683,-0.25881904510252063,Clouds,High
275.05,0.0,0.0,90,2013-04-14 18:00:00,3205,18,Sunday,1,0,0,-1.0,-1.8369701987210297e-16,Clouds,Medium
274.79,0.0,0.0,90,2013-04-14 19:00:00,2551,19,Sunday,1,0,0,-0.9659258262890684,0.2588190451025203,Clouds,Medium
274.37,0.0,0.0,90,2013-04-14 20:00:00,2179,20,Sunday,1,0,0,-0.8660254037844386,0.5000000000000001,Clouds,Medium
273.69,0.0,0.0,90,2013-04-14 21:00:00,1950,21,Sunday,1,0,0,-0.7071067811865477,0.7071067811865474,Clouds,Medium
272.95,0.0,0.0,1,2013-04-14 22:00:00,1418,22,Sunday,1,0,0,-0.5000000000000004,0.8660254037844384,Clear,Medium
272.09,0.0,0.0,1,2013-04-14 23:00:00,907,23,Sunday,1,0,0,-0.25881904510252157,0.9659258262890681,Clear,Low
271.71,0.0,0.0,1,2013-04-15 00:00:00,514,0,Monday,0,0,0,0.0,1.0,Clear,Low
271.7,0.0,0.0,1,2013-04-15 01:00:00,267,1,Monday,0,0,0,0.25881904510252074,0.9659258262890683,Clear,Low
272.29,0.0,0.0,90,2013-04-15 02:00:00,233,2,Monday,0,0,0,0.49999999999999994,0.8660254037844387,Clouds,Low
272.52,0.0,0.0,75,2013-04-15 03:00:00,288,3,Monday,0,0,0,0.7071067811865476,0.7071067811865476,Clouds,Low
272.58,0.0,0.0,90,2013-04-15 04:00:00,735,4,Monday,0,0,0,0.8660254037844386,0.5000000000000001,Clouds,Low
272.61,0.0,0.0,90,2013-04-15 05:00:00,2541,5,Monday,0,0,0,0.9659258262890683,0.25881904510252074,Snow,Medium
272.19,0.0,0.0,90,2013-04-15 06:00:00,5806,6,Monday,0,0,1,1.0,6.123233995736766e-17,Snow,Very High
271.81,0.0,0.0,90,2013-04-15 07:00:00,7082,7,Monday,0,0,1,0.9659258262890683,-0.25881904510252063,Snow,Very High
271.91,0.0,0.0,90,2013-04-15 08:00:00,6126,8,Monday,0,0,1,0.8660254037844387,-0.4999999999999998,Snow,Very High
272.38,0.0,0.0,90,2013-04-15 09:00:00,4916,9,Monday,0,0,0,0.7071067811865476,-0.7071067811865475,Snow,High
272.66,0.0,0.0,90,2013-04-15 10:00:00,4386,10,Monday,0,0,0,0.49999999999999994,-0.8660254037844387,Snow,High
272.93,0.0,0.0,90,2013-04-15 11:00:00,4552,11,Monday,0,0,0,0.258819045102521,-0.9659258262890682,Snow,High
273.21,0.0,0.0,90,2013-04-15 12:00:00,4755,12,Monday,0,0,0,1.2246467991473532e-16,-1.0,Snow,High
273.25,0.0,0.0,90,2013-04-15 13:00:00,4880,13,Monday,0,0,0,-0.2588190451025208,-0.9659258262890683,Rain,High
273.36,0.0,0.0,90,2013-04-15 14:00:00,5222,14,Monday,0,0,1,-0.4999999999999997,-0.8660254037844388,Rain,Very High
273.36,0.0,0.0,90,2013-04-15 15:00:00,5809,15,Monday,0,0,1,-0.7071067811865471,-0.7071067811865479,Rain,Very High
273.37,0.0,0.0,90,2013-04-15 16:00:00,6683,16,Monday,0,0,1,-0.8660254037844385,-0.5000000000000004,Rain,Very High
273.53,0.0,0.0,90,2013-04-15 17:00:00,6400,17,Monday,0,0,1,-0.9659258262890683,-0.25881904510252063,Rain,Very High
273.62,0.0,0.0,90,2013-04-15 18:00:00,4630,18,Monday,0,0,0,-1.0,-1.8369701987210297e-16,Mist,High
273.73,0.0,0.0,90,2013-04-15 19:00:00,3096,19,Monday,0,0,0,-0.9659258262890684,0.2588190451025203,Snow,Medium
273.81,0.0,0.0,90,2013-04-15 20:00:00,2727,20,Monday,0,0,0,-0.8660254037844386,0.5000000000000001,Snow,Medium
274.07,0.0,0.0,90,2013-04-15 21:00:00,2498,21,Monday,0,0,0,-0.7071067811865477,0.7071067811865474,Snow,Medium
274.4,0.0,0.0,90,2013-04-15 22:00:00,1530,22,Monday,0,0,0,-0.5000000000000004,0.8660254037844384,Drizzle,Medium
274.69,0.0,0.0,90,2013-04-15 23:00:00,1007,23,Monday,0,0,0,-0.25881904510252157,0.9659258262890681,Rain,Low
275.2,0.0,0.0,40,2013-04-16 00:00:00,535,0,Tuesday,0,0,0,0.0,1.0,Mist,Low
275.12,0.0,0.0,75,2013-04-16 01:00:00,319,1,Tuesday,0,0,0,0.25881904510252074,0.9659258262890683,Mist,Low
274.92,0.0,0.0,1,2013-04-16 02:00:00,234,2,Tuesday,0,0,0,0.49999999999999994,0.8660254037844387,Clear,Low
274.66,0.0,0.0,1,2013-04-16 03:00:00,303,3,Tuesday,0,0,0,0.7071067811865476,0.7071067811865476,Clear,Low
274.44,0.0,0.0,75,2013-04-16 04:00:00,748,4,Tuesday,0,0,0,0.8660254037844386,0.5000000000000001,Clouds,Low
274.02,0.0,0.0,40,2013-04-16 05:00:00,2705,5,Tuesday,0,0,0,0.9659258262890683,0.25881904510252074,Clouds,Medium
273.53,0.0,0.0,75,2013-04-16 06:00:00,5994,6,Tuesday,0,0,1,1.0,6.123233995736766e-17,Clouds,Very High
273.34,0.0,0.0,90,2013-04-16 07:00:00,7016,7,Tuesday,0,0,1,0.9659258262890683,-0.25881904510252063,Clouds,Very High
273.43,0.0,0.0,90,2013-04-16 08:00:00,6373,8,Tuesday,0,0,1,0.8660254037844387,-0.4999999999999998,Clouds,Very High
273.76,0.0,0.0,90,2013-04-16 09:00:00,5046,9,Tuesday,0,0,0,0.7071067811865476,-0.7071067811865475,Clouds,Very High
274.4,0.0,0.0,90,2013-04-16 10:00:00,4558,10,Tuesday,0,0,0,0.49999999999999994,-0.8660254037844387,Clouds,High
274.97,0.0,0.0,90,2013-04-16 11:00:00,4764,11,Tuesday,0,0,0,0.258819045102521,-0.9659258262890682,Clouds,High
275.46,0.0,0.0,90,2013-04-16 12:00:00,4876,12,Tuesday,0,0,0,1.2246467991473532e-16,-1.0,Clouds,High
275.85,0.0,0.0,90,2013-04-16 13:00:00,5004,13,Tuesday,0,0,0,-0.2588190451025208,-0.9659258262890683,Clouds,Very High
276.4,0.0,0.0,90,2013-04-16 14:00:00,5248,14,Tuesday,0,0,1,-0.4999999999999997,-0.8660254037844388,Clouds,Very High
276.61,0.0,0.0,90,2013-04-16 15:00:00,5958,15,Tuesday,0,0,1,-0.7071067811865471,-0.7071067811865479,Clouds,Very High
276.72,0.0,0.0,90,2013-04-16 16:00:00,6713,16,Tuesday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clouds,Very High
276.78,0.0,0.0,90,2013-04-16 17:00:00,6407,17,Tuesday,0,0,1,-0.9659258262890683,-0.25881904510252063,Clouds,Very High
276.49,0.0,0.0,90,2013-04-16 18:00:00,4860,18,Tuesday,0,0,0,-1.0,-1.8369701987210297e-16,Clouds,High
276.34,0.0,0.0,90,2013-04-16 19:00:00,3149,19,Tuesday,0,0,0,-0.9659258262890684,0.2588190451025203,Clouds,Medium
275.92,0.0,0.0,90,2013-04-16 20:00:00,2964,20,Tuesday,0,0,0,-0.8660254037844386,0.5000000000000001,Clouds,Medium
275.34,0.0,0.0,75,2013-04-16 21:00:00,2473,21,Tuesday,0,0,0,-0.7071067811865477,0.7071067811865474,Clouds,Medium
275.15,0.0,0.0,1,2013-04-16 22:00:00,2142,22,Tuesday,0,0,0,-0.5000000000000004,0.8660254037844384,Clear,Medium
274.92,0.0,0.0,40,2013-04-16 23:00:00,1108,23,Tuesday,0,0,0,-0.25881904510252157,0.9659258262890681,Clouds,Low
274.59,0.0,0.0,75,2013-04-17 00:00:00,549,0,Wednesday,0,0,0,0.0,1.0,Clouds,Low
274.65,0.0,0.0,75,2013-04-17 01:00:00,343,1,Wednesday,0,0,0,0.25881904510252074,0.9659258262890683,Clouds,Low
274.51,0.0,0.0,90,2013-04-17 02:00:00,239,2,Wednesday,0,0,0,0.49999999999999994,0.8660254037844387,Clouds,Low
274.37,0.0,0.0,90,2013-04-17 03:00:00,356,3,Wednesday,0,0,0,0.7071067811865476,0.7071067811865476,Clouds,Low
274.19,0.0,0.0,90,2013-04-17 04:00:00,764,4,Wednesday,0,0,0,0.8660254037844386,0.5000000000000001,Clouds,Low
273.76,0.0,0.0,90,2013-04-17 05:00:00,2610,5,Wednesday,0,0,0,0.9659258262890683,0.25881904510252074,Clouds,Medium
273.76,0.0,0.0,90,2013-04-17 06:00:00,5883,6,Wednesday,0,0,1,1.0,6.123233995736766e-17,Clouds,Very High
273.76,0.0,0.0,90,2013-04-17 07:00:00,7039,7,Wednesday,0,0,1,0.9659258262890683,-0.25881904510252063,Clouds,Very High
273.86,0.0,0.0,90,2013-04-17 08:00:00,6303,8,Wednesday,0,0,1,0.8660254037844387,-0.4999999999999998,Clouds,Very High
274.34,0.0,0.0,90,2013-04-17 10:00:00,4595,10,Wednesday,0,0,0,0.49999999999999994,-0.8660254037844387,Clouds,High
275.04,0.0,0.0,90,2013-04-17 11:00:00,4880,11,Wednesday,0,0,0,0.258819045102521,-0.9659258262890682,Clouds,High
275.89,0.0,0.0,75,2013-04-17 12:00:00,5047,12,Wednesday,0,0,0,1.2246467991473532e-16,-1.0,Clouds,Very High
277.16,0.0,0.0,40,2013-04-17 13:00:00,4866,13,Wednesday,0,0,0,-0.2588190451025208,-0.9659258262890683,Clouds,High
277.82,0.0,0.0,40,2013-04-17 14:00:00,5425,14,Wednesday,0,0,1,-0.4999999999999997,-0.8660254037844388,Clouds,Very High
278.84,0.0,0.0,20,2013-04-17 15:00:00,5982,15,Wednesday,0,0,1,-0.7071067811865471,-0.7071067811865479,Clouds,Very High
279.33,0.0,0.0,20,2013-04-17 16:00:00,6736,16,Wednesday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clouds,Very High
279.62,0.0,0.0,40,2013-04-17 17:00:00,6525,17,Wednesday,0,0,1,-0.9659258262890683,-0.25881904510252063,Clouds,Very High
279.56,0.0,0.0,40,2013-04-17 18:00:00,4542,18,Wednesday,0,0,0,-1.0,-1.8369701987210297e-16,Clouds,High
278.92,0.0,0.0,75,2013-04-17 19:00:00,3209,19,Wednesday,0,0,0,-0.9659258262890684,0.2588190451025203,Clouds,Medium
278.39,0.0,0.0,1,2013-04-17 20:00:00,2813,20,Wednesday,0,0,0,-0.8660254037844386,0.5000000000000001,Clear,Medium
276.63,0.0,0.0,75,2013-04-17 21:00:00,2511,21,Wednesday,0,0,0,-0.7071067811865477,0.7071067811865474,Clouds,Medium
276.43,0.0,0.0,75,2013-04-17 22:00:00,2003,22,Wednesday,0,0,0,-0.5000000000000004,0.8660254037844384,Clouds,Medium
275.46,0.0,0.0,75,2013-04-17 23:00:00,1022,23,Wednesday,0,0,0,-0.25881904510252157,0.9659258262890681,Clouds,Low
275.11,0.0,0.0,75,2013-04-18 00:00:00,590,0,Thursday,0,0,0,0.0,1.0,Clouds,Low
274.98,0.0,0.0,1,2013-04-18 01:00:00,321,1,Thursday,0,0,0,0.25881904510252074,0.9659258262890683,Clear,Low
274.43,0.0,0.0,75,2013-04-18 02:00:00,264,2,Thursday,0,0,0,0.49999999999999994,0.8660254037844387,Clouds,Low
274.51,0.0,0.0,75,2013-04-18 03:00:00,303,3,Thursday,0,0,0,0.7071067811865476,0.7071067811865476,Clouds,Low
274.79,0.0,0.0,75,2013-04-18 04:00:00,764,4,Thursday,0,0,0,0.8660254037844386,0.5000000000000001,Clouds,Low
275.16,0.0,0.0,90,2013-04-18 05:00:00,2683,5,Thursday,0,0,0,0.9659258262890683,0.25881904510252074,Clouds,Medium
275.15,0.0,0.0,40,2013-04-18 06:00:00,5729,6,Thursday,0,0,1,1.0,6.123233995736766e-17,Clouds,Very High
275.07,0.0,0.0,90,2013-04-18 07:00:00,7150,7,Thursday,0,0,1,0.9659258262890683,-0.25881904510252063,Clouds,Very High
275.54,0.0,0.0,90,2013-04-18 08:00:00,5994,8,Thursday,0,0,1,0.8660254037844387,-0.4999999999999998,Clouds,Very High
275.78,0.0,0.0,90,2013-04-18 09:00:00,5210,9,Thursday,0,0,0,0.7071067811865476,-0.7071067811865475,Clouds,Very High
275.83,0.0,0.0,90,2013-04-18 10:00:00,4497,10,Thursday,0,0,0,0.49999999999999994,-0.8660254037844387,Clouds,High
276.15,0.0,0.0,90,2013-04-18 11:00:00,4620,11,Thursday,0,0,0,0.258819045102521,-0.9659258262890682,Clouds,High
276.3,0.0,0.0,90,2013-04-18 12:00:00,4415,12,Thursday,0,0,0,1.2246467991473532e-16,-1.0,Clouds,High
276.43,0.0,0.0,90,2013-04-18 13:00:00,4472,13,Thursday,0,0,0,-0.2588190451025208,-0.9659258262890683,Clouds,High
277.1,0.0,0.0,90,2013-04-18 14:00:00,4501,14,Thursday,0,0,1,-0.4999999999999997,-0.8660254037844388,Clouds,High
277.45,0.0,0.0,90,2013-04-18 15:00:00,4192,15,Thursday,0,0,1,-0.7071067811865471,-0.7071067811865479,Clouds,High
277.56,0.0,0.0,90,2013-04-18 16:00:00,3796,16,Thursday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clouds,High
277.26,0.0,0.0,90,2013-04-18 17:00:00,3618,17,Thursday,0,0,1,-0.9659258262890683,-0.25881904510252063,Clouds,High
276.64,0.0,0.0,90,2013-04-18 18:00:00,2812,18,Thursday,0,0,0,-1.0,-1.8369701987210297e-16,Rain,Medium
276.24,0.0,0.0,90,2013-04-18 19:00:00,2190,19,Thursday,0,0,0,-0.9659258262890684,0.2588190451025203,Rain,Medium
275.69,0.0,0.0,90,2013-04-18 20:00:00,1809,20,Thursday,0,0,0,-0.8660254037844386,0.5000000000000001,Rain,Medium
275.33,0.0,0.0,90,2013-04-18 21:00:00,1577,21,Thursday,0,0,0,-0.7071067811865477,0.7071067811865474,Snow,Medium
274.79,0.0,0.0,90,2013-04-18 22:00:00,1532,22,Thursday,0,0,0,-0.5000000000000004,0.8660254037844384,Mist,Medium
274.65,0.0,0.0,90,2013-04-18 23:00:00,889,23,Thursday,0,0,0,-0.25881904510252157,0.9659258262890681,Snow,Low
274.36,0.0,0.0,90,2013-04-19 00:00:00,516,0,Friday,0,0,0,0.0,1.0,Rain,Low
274.19,0.0,0.0,90,2013-04-19 01:00:00,338,1,Friday,0,0,0,0.25881904510252074,0.9659258262890683,Rain,Low
274.03,0.0,0.0,90,2013-04-19 02:00:00,261,2,Friday,0,0,0,0.49999999999999994,0.8660254037844387,Snow,Low
273.89,0.0,0.0,90,2013-04-19 03:00:00,313,3,Friday,0,0,0,0.7071067811865476,0.7071067811865476,Snow,Low
273.74,0.0,0.0,90,2013-04-19 04:00:00,718,4,Friday,0,0,0,0.8660254037844386,0.5000000000000001,Clouds,Low
273.53,0.0,0.0,90,2013-04-19 05:00:00,2339,5,Friday,0,0,0,0.9659258262890683,0.25881904510252074,Snow,Medium
273.36,0.0,0.0,90,2013-04-19 06:00:00,4931,6,Friday,0,0,1,1.0,6.123233995736766e-17,Mist,High
273.14,0.0,0.0,90,2013-04-19 07:00:00,5399,7,Friday,0,0,1,0.9659258262890683,-0.25881904510252063,Snow,Very High
273.09,0.0,0.0,90,2013-04-19 09:00:00,4327,9,Friday,0,0,0,0.7071067811865476,-0.7071067811865475,Mist,High
273.29,0.0,0.0,90,2013-04-19 10:00:00,3940,10,Friday,0,0,0,0.49999999999999994,-0.8660254037844387,Mist,High
273.36,0.0,0.0,90,2013-04-19 11:00:00,4228,11,Friday,0,0,0,0.258819045102521,-0.9659258262890682,Snow,High
273.47,0.0,0.0,90,2013-04-19 12:00:00,4614,12,Friday,0,0,0,1.2246467991473532e-16,-1.0,Mist,High
273.39,0.0,0.0,90,2013-04-19 13:00:00,4871,13,Friday,0,0,0,-0.2588190451025208,-0.9659258262890683,Mist,High
273.38,0.0,0.0,90,2013-04-19 14:00:00,5118,14,Friday,0,0,1,-0.4999999999999997,-0.8660254037844388,Snow,Very High
273.35,0.0,0.0,90,2013-04-19 15:00:00,5616,15,Friday,0,0,1,-0.7071067811865471,-0.7071067811865479,Snow,Very High
273.37,0.0,0.0,90,2013-04-19 16:00:00,6160,16,Friday,0,0,1,-0.8660254037844385,-0.5000000000000004,Snow,Very High
273.41,0.0,0.0,90,2013-04-19 17:00:00,5861,17,Friday,0,0,1,-0.9659258262890683,-0.25881904510252063,Mist,Very High
273.33,0.0,0.0,90,2013-04-19 18:00:00,4728,18,Friday,0,0,0,-1.0,-1.8369701987210297e-16,Snow,High
273.28,0.0,0.0,90,2013-04-19 19:00:00,3715,19,Friday,0,0,0,-0.9659258262890684,0.2588190451025203,Mist,High
273.23,0.0,0.0,90,2013-04-19 20:00:00,3240,20,Friday,0,0,0,-0.8660254037844386,0.5000000000000001,Snow,Medium
272.96,0.0,0.0,90,2013-04-19 21:00:00,3164,21,Friday,0,0,0,-0.7071067811865477,0.7071067811865474,Snow,Medium
272.73,0.0,0.0,90,2013-04-19 22:00:00,3074,22,Friday,0,0,0,-0.5000000000000004,0.8660254037844384,Mist,Medium
272.7,0.0,0.0,90,2013-04-19 23:00:00,2043,23,Friday,0,0,0,-0.25881904510252157,0.9659258262890681,Snow,Medium
272.63,0.0,0.0,90,2013-04-20 00:00:00,1190,0,Saturday,1,0,0,0.0,1.0,Snow,Low
272.65,0.0,0.0,90,2013-04-20 01:00:00,728,1,Saturday,1,0,0,0.25881904510252074,0.9659258262890683,Snow,Low
272.58,0.0,0.0,90,2013-04-20 02:00:00,571,2,Saturday,1,0,0,0.49999999999999994,0.8660254037844387,Snow,Low
272.58,0.0,0.0,90,2013-04-20 03:00:00,425,3,Saturday,1,0,0,0.7071067811865476,0.7071067811865476,Snow,Low
272.47,0.0,0.0,90,2013-04-20 04:00:00,390,4,Saturday,1,0,0,0.8660254037844386,0.5000000000000001,Mist,Low
272.16,0.0,0.0,90,2013-04-20 05:00:00,743,5,Saturday,1,0,0,0.9659258262890683,0.25881904510252074,Snow,Low
271.98,0.0,0.0,90,2013-04-20 06:00:00,1421,6,Saturday,1,0,0,1.0,6.123233995736766e-17,Snow,Medium
271.81,0.0,0.0,90,2013-04-20 07:00:00,2150,7,Saturday,1,0,0,0.9659258262890683,-0.25881904510252063,Snow,Medium
271.77,0.0,0.0,90,2013-04-20 08:00:00,3197,8,Saturday,1,0,0,0.8660254037844387,-0.4999999999999998,Snow,Medium
271.86,0.0,0.0,90,2013-04-20 09:00:00,3745,9,Saturday,1,0,0,0.7071067811865476,-0.7071067811865475,Snow,High
272.04,0.0,0.0,90,2013-04-20 10:00:00,4079,10,Saturday,1,0,0,0.49999999999999994,-0.8660254037844387,Haze,High
272.4,0.0,0.0,90,2013-04-20 11:00:00,4619,11,Saturday,1,0,0,0.258819045102521,-0.9659258262890682,Snow,High
272.96,0.0,0.0,90,2013-04-20 12:00:00,5035,12,Saturday,1,0,0,1.2246467991473532e-16,-1.0,Snow,Very High
273.42,0.0,0.0,90,2013-04-20 13:00:00,4950,13,Saturday,1,0,0,-0.2588190451025208,-0.9659258262890683,Snow,High
274.29,0.0,0.0,75,2013-04-20 14:00:00,5053,14,Saturday,1,0,0,-0.4999999999999997,-0.8660254037844388,Clouds,Very High
274.77,0.0,0.0,40,2013-04-20 15:00:00,4808,15,Saturday,1,0,0,-0.7071067811865471,-0.7071067811865479,Clouds,High
275.2,0.0,0.0,40,2013-04-20 16:00:00,4904,16,Saturday,1,0,0,-0.8660254037844385,-0.5000000000000004,Clouds,High
275.51,0.0,0.0,75,2013-04-20 17:00:00,4545,17,Saturday,1,0,0,-0.9659258262890683,-0.25881904510252063,Clouds,High
275.58,0.0,0.0,40,2013-04-20 18:00:00,4285,18,Saturday,1,0,0,-1.0,-1.8369701987210297e-16,Clouds,High
275.41,0.0,0.0,40,2013-04-20 19:00:00,3595,19,Saturday,1,0,0,-0.9659258262890684,0.2588190451025203,Clouds,High
274.91,0.0,0.0,40,2013-04-20 20:00:00,3142,20,Saturday,1,0,0,-0.8660254037844386,0.5000000000000001,Clouds,Medium
273.62,0.0,0.0,20,2013-04-20 21:00:00,3794,21,Saturday,1,0,0,-0.7071067811865477,0.7071067811865474,Clouds,High
272.77,0.0,0.0,1,2013-04-20 22:00:00,3416,22,Saturday,1,0,0,-0.5000000000000004,0.8660254037844384,Clear,Medium
271.12,0.0,0.0,1,2013-04-21 00:00:00,1351,0,Sunday,1,0,0,0.0,1.0,Clear,Medium
270.37,0.0,0.0,0,2013-04-21 01:00:00,887,1,Sunday,1,0,0,0.25881904510252074,0.9659258262890683,Clear,Low
269.63,0.0,0.0,0,2013-04-21 02:00:00,648,2,Sunday,1,0,0,0.49999999999999994,0.8660254037844387,Clear,Low
268.95,0.0,0.0,0,2013-04-21 03:00:00,356,3,Sunday,1,0,0,0.7071067811865476,0.7071067811865476,Clear,Low
268.21,0.0,0.0,1,2013-04-21 04:00:00,273,4,Sunday,1,0,0,0.8660254037844386,0.5000000000000001,Clear,Low
267.55,0.0,0.0,1,2013-04-21 05:00:00,455,5,Sunday,1,0,0,0.9659258262890683,0.25881904510252074,Clear,Low
266.92,0.0,0.0,1,2013-04-21 06:00:00,784,6,Sunday,1,0,0,1.0,6.123233995736766e-17,Clear,Low
266.66,0.0,0.0,1,2013-04-21 07:00:00,1125,7,Sunday,1,0,0,0.9659258262890683,-0.25881904510252063,Clear,Low
268.08,0.0,0.0,1,2013-04-21 08:00:00,1677,8,Sunday,1,0,0,0.8660254037844387,-0.4999999999999998,Clear,Medium
270.0,0.0,0.0,1,2013-04-21 09:00:00,2510,9,Sunday,1,0,0,0.7071067811865476,-0.7071067811865475,Clear,Medium
271.85,0.0,0.0,1,2013-04-21 10:00:00,3263,10,Sunday,1,0,0,0.49999999999999994,-0.8660254037844387,Clear,Medium
273.63,0.0,0.0,1,2013-04-21 11:00:00,3485,11,Sunday,1,0,0,0.258819045102521,-0.9659258262890682,Clear,High
275.13,0.0,0.0,1,2013-04-21 12:00:00,4084,12,Sunday,1,0,0,1.2246467991473532e-16,-1.0,Clear,High
276.03,0.0,0.0,1,2013-04-21 13:00:00,4268,13,Sunday,1,0,0,-0.2588190451025208,-0.9659258262890683,Clear,High
276.63,0.0,0.0,1,2013-04-21 14:00:00,4271,14,Sunday,1,0,0,-0.4999999999999997,-0.8660254037844388,Clear,High
277.06,0.0,0.0,1,2013-04-21 15:00:00,4542,15,Sunday,1,0,0,-0.7071067811865471,-0.7071067811865479,Clear,High
277.46,0.0,0.0,1,2013-04-21 16:00:00,4358,16,Sunday,1,0,0,-0.8660254037844385,-0.5000000000000004,Clear,High
277.39,0.0,0.0,1,2013-04-21 17:00:00,4401,17,Sunday,1,0,0,-0.9659258262890683,-0.25881904510252063,Clear,High
277.22,0.0,0.0,1,2013-04-21 18:00:00,3490,18,Sunday,1,0,0,-1.0,-1.8369701987210297e-16,Clear,High
276.66,0.0,0.0,1,2013-04-21 19:00:00,4079,19,Sunday,1,0,0,-0.9659258262890684,0.2588190451025203,Clear,High
275.73,0.0,0.0,1,2013-04-21 20:00:00,3310,20,Sunday,1,0,0,-0.8660254037844386,0.5000000000000001,Clear,Medium
274.49,0.0,0.0,1,2013-04-21 21:00:00,2237,21,Sunday,1,0,0,-0.7071067811865477,0.7071067811865474,Clear,Medium
273.65,0.0,0.0,1,2013-04-21 22:00:00,1606,22,Sunday,1,0,0,-0.5000000000000004,0.8660254037844384,Clear,Medium
273.42,0.0,0.0,40,2013-04-21 23:00:00,960,23,Sunday,1,0,0,-0.25881904510252157,0.9659258262890681,Clouds,Low
273.76,0.0,0.0,90,2013-04-22 00:00:00,506,0,Monday,0,0,0,0.0,1.0,Clouds,Low
274.04,0.0,0.0,90,2013-04-22 01:00:00,296,1,Monday,0,0,0,0.25881904510252074,0.9659258262890683,Clouds,Low
274.32,0.0,0.0,90,2013-04-22 02:00:00,278,2,Monday,0,0,0,0.49999999999999994,0.8660254037844387,Clouds,Low
274.29,0.0,0.0,90,2013-04-22 03:00:00,301,3,Monday,0,0,0,0.7071067811865476,0.7071067811865476,Snow,Low
273.78,0.0,0.0,90,2013-04-22 04:00:00,770,4,Monday,0,0,0,0.8660254037844386,0.5000000000000001,Snow,Low
273.58,0.0,0.0,90,2013-04-22 05:00:00,2617,5,Monday,0,0,0,0.9659258262890683,0.25881904510252074,Mist,Medium
273.81,0.0,0.0,90,2013-04-22 06:00:00,5657,6,Monday,0,0,1,1.0,6.123233995736766e-17,Snow,Very High
274.04,0.0,0.0,90,2013-04-22 07:00:00,7062,7,Monday,0,0,1,0.9659258262890683,-0.25881904510252063,Snow,Very High
274.6,0.0,0.0,90,2013-04-22 08:00:00,6112,8,Monday,0,0,1,0.8660254037844387,-0.4999999999999998,Snow,Very High
274.97,0.0,0.0,90,2013-04-22 09:00:00,5055,9,Monday,0,0,0,0.7071067811865476,-0.7071067811865475,Rain,Very High
